748|2219
788|2272
794|2330
795|2377
793|2382
792|2380
803|2388
805|2400
804|2412
805|2414
804|2413
806|2415
805|2415
784|2395
792|2381
778|2354
777|2347
787|2342
799|2363
794|2380
808|2401
811|2413
813|2432
815|2439
812|2440
809|2436
833|2454
859|2501
863|2555
864|2586
866|2593
865|2595
863|2594
850|2578
845|2558
844|2539
854|2543
860|2558
861|2575
865|2586
869|2595
851|2585
850|2570
853|2554
874|2577
875|2602
876|2625
875|2626
876|2627
875|2626
879|2630
880|2634
888|2647
891|2659
890|2669
902|2683
904|2696
892|2698
893|2689
892|2677
900|2685
905|2697
918|2723
925|2748
924|2767
923|2772
914|2761
924|2761
925|2763
926|2775
952|2803
953|2831
951|2856
947|2851
957|2855
971|2875
968|2896
982|2921
971|2921
974|2927
975|2920
958|2907
943|2876
950|2851
934|2827
940|2824
949|2823
947|2836
941|2837
972|2860
971|2884
967|2910
969|2907
968|2904
964|2901
972|2904
966|2902
976|2914
975|2917
962|2913
959|2896
962|2883
967|2888
965|2894
966|2898
963|2894
959|2888
960|2882
959|2878
961|2880
962|2882
949|2872
950|2861
956|2855
957|2863
961|2874
953|2871
949|2863
956|2858
954|2859
955|2865
919|2828
921|2795
913|2753
925|2759
921|2759
945|2791
947|2813
948|2840
963|2858
976|2887
974|2913
980|2930
981|2935
982|2943
978|2941
982|2942
988|2948
985|2955
995|2968
994|2974
981|2970
985|2960
980|2946
984|2949
999|2963
1001|2984
1002|3002
1020|3023
1021|3043
1035|3076
1044|3100
1040|3119
1060|3144
1074|3174
1075|3209
1078|3227
1056|3209
1062|3196
1059|3177
1060|3181
1058|3177
1063|3181
1066|3187
1068|3197
1069|3203
1068|3205
1082|3219
1081|3231
1082|3245
1086|3249
1075|3243
1087|3248
1085|3247
1087|3259
1097|3269
1096|3280
1098|3291
1093|3287
1102|3293
1114|3309
1119|3335
1128|3361
1127|3374
1112|3367
1113|3352
1112|3337
1114|3339
1133|3359
1138|3385
1137|3408
1144|3419
1146|3427
1144|3434
1145|3435
1148|3437
1143|3436
1150|3441
1151|3444
1153|3454
1152|3456
1153|3458
1134|3439
1124|3411
1146|3404
1145|3415
1140|3431
1143|3428
1144|3427
1143|3430
1144|3431
1148|3435
1149|3441
1151|3448
1153|3453
1152|3456
1151|3456
1155|3458
1156|3462
1155|3466
1152|3463
1187|3494
1182|3521
1201|3570
1206|3589
1211|3618
1204|3621
1205|3620
1204|3613
1203|3612
1205|3612
1206|3614
1187|3598
1188|3581
1196|3571
1206|3590
1205|3607
1208|3619
1201|3614
1218|3627
1212|3631
1220|3650
1201|3633
1204|3625
1210|3615
1228|3642
1234|3672
1237|3699
1225|3696
1224|3686
1223|3672
1207|3654
1208|3638
1207|3622
1213|3628
1192|3612
1200|3605
1198|3590
1209|3607
1197|3604
1209|3615
1215|3621
1193|3617
1234|3642
1233|3660
1216|3683
1213|3662
1235|3664
1239|3687
1237|3711
1231|3707
1235|3703
1240|3706
1253|3728
1268|3761
1270|3791
1279|3817
1278|3827
1280|3837
1285|3843
1319|3884
1323|3927
1324|3966
1329|3976
1324|3977
1330|3983
1334|3988
1308|3972
1312|3954
1308|3928
1307|3927
1286|3901
1288|3881
1294|3868
1322|3904
1325|3941
1336|3983
1324|3985
1330|3990
1331|3985
1328|3989
1342|4001
1341|4011
1343|4026
1345|4029
1351|4039
1352|4048
1358|4061
1357|4067
1363|4078
1362|4082
1358|4083
1385|4105
1384|4127
1395|4164
1394|4173
1395|4184
1402|4191
1409|4206
1377|4188
1378|4164
1340|4095
1341|4059
1339|4020
1338|4018
1335|4012
1348|4021
1351|4034
1363|4062
1358|4072
1359|4080
1335|4052
1347|4041
1337|4019
1340|4024
1339|4016
1329|4008
1340|4008
1334|4003
1337|4011
1339|4010
1340|4016
1341|4020
1345|4026
1346|4032
1349|4040
1344|4039
1345|4038
1346|4035
1354|4045
1340|4040
1315|4009
1319|3974
1321|3955
1320|3960
1333|3974
1334|3987
1328|3995
1318|3980
1309|3955
1304|3931
1324|3937
1339|3967
1314|3977
1313|3966
1310|3937
1311|3934
1314|3935
1316|3941
1317|3947
1318|3951
1319|3954
1320|3957
1328|3967
1337|3985
1350|4015
1353|4040
1347|4050
1349|4049
1338|4034
1339|4026
1336|4013
1344|4019
1329|4009
1320|3993
1322|3971
1343|3985
1346|4011
1350|4039
1306|4002
1308|3964
1306|3920
1303|3917
1320|3929
1321|3944
1320|3961
1321|3962
1320|3961
1330|3971
1328|3978
1334|3992
1350|4012
1349|4033
1348|4047
1350|4047
1347|4045
1350|4047
1351|4048
1358|4059
1356|4065
1364|4078
1374|4094
1375|4113
1354|4103
1351|4080
1360|4065
1364|4075
1348|4072
1361|4073
1356|4065
1357|4074
1354|4067
1357|4068
1352|4063
1334|4043
1335|4021
1330|3999
1355|4020
1354|4039
1353|4062
1354|4061
1355|4062
1361|4070
1360|4076
1358|4079
1356|4074
1359|4073
1371|4086
1372|4102
1378|4121
1377|4127
1376|4131
1355|4108
1357|4088
1355|4067
1356|4068
1357|4068
1364|4077
1378|4099
1379|4121
1380|4137
1374|4133
1381|4135
1389|4144
1396|4166
1402|4187
1403|4201
1384|4189
1386|4173
1387|4157
1409|4182
1413|4209
1419|4241
1420|4252
1421|4260
1427|4268
1453|4301
1456|4336
1453|4362
1425|4334
1427|4305
1428|4280
1424|4279
1420|4272
1417|4261
1421|4258
1412|4250
1413|4246
1415|4240
1414|4242
1411|4240
1412|4237
1413|4236
1425|4250
1426|4264
1440|4291
1470|4336
1461|4371
1466|4397
1457|4384
1460|4383
1494|4411
1481|4435
1483|4458
1482|4446
1481|4446
1482|4445
1481|4444
1483|4446
1499|4463
1485|4467
1486|4470
1487|4458
1488|4461
1489|4464
1468|4445
1472|4429
1469|4409
1470|4411
1479|4418
1478|4427
1479|4436
1485|4442
1461|4425
1460|4406
1456|4377
1455|4371
1456|4367
1455|4366
1449|4360
1446|4350
1448|4343
1451|4345
1452|4351
1439|4342
1440|4331
1442|4321
1448|4330
1445|4335
1432|4325
1433|4310
1434|4299
1415|4282
1420|4269
1412|4247
1413|4245
1419|4244
1420|4252
1405|4244
1401|4226
1403|4209
1377|4181
1380|4160
1382|4139
1383|4145
1379|4144
1381|4143
1403|4163
1405|4189
1428|4236
1429|4262
1431|4288
1424|4284
1415|4270
1420|4259
1424|4259
1429|4273
1439|4292
1440|4308
1438|4317
1440|4318
1448|4326
1442|4330
1441|4331
1439|4322
1441|4321
1442|4322
1444|4327
1449|4335
1450|4343
1449|4348
1446|4345
1477|4372
1466|4389
1467|4410
1496|4429
1503|4466
1529|4528
1538|4570
1539|4606
1528|4605
1558|4625
1560|4646
1561|4679
1573|4694
1587|4721
1569|4729
1566|4722
1572|4707
1577|4715
1585|4734
1602|4764
1603|4790
1606|4811
1581|4790
1598|4785
1599|4778
1593|4790
1598|4790
1595|4786
1604|4797
1607|4806
1606|4817
1607|4820
1605|4818
1614|4826
1629|4848
1636|4879
1638|4903
1656|4930
1664|4958
1668|4988
1671|5003
1687|5026
1683|5041
1700|5070
1703|5086
1706|5109
1720|5129
1719|5145
1718|5157
1720|5157
1701|5139
1700|5121
1701|5102
1702|5103
1704|5107
1707|5113
1700|5111
1712|5119
1708|5120
1712|5132
1729|5149
1728|5169
1729|5186
1730|5187
1738|5197
1741|5209
1730|5209
1733|5204
1730|5193
1729|5192
1726|5185
1728|5183
1745|5199
1755|5228
1754|5254
1755|5264
1760|5269
1753|5268
1747|5260
1746|5246
1747|5240
1749|5242
1750|5246
1748|5247
1749|5247
1743|5240
1745|5237
1754|5242
1757|5256
1763|5274
1766|5286
1775|5304
1773|5314
1774|5322
1773|5320
1746|5293
1747|5266
1732|5225
1730|5209
1709|5171
1721|5160
1727|5157
1718|5166
1717|5162
1701|5136
1700|5118
1701|5102
1705|5106
1712|5118
1723|5140
1724|5159
1725|5172
1720|5169
1727|5172
1728|5175
1746|5201
1744|5218
1760|5250
1748|5252
1747|5255
1746|5241
1771|5264
1786|5303
1784|5341
1786|5356
1783|5353
1795|5364
1793|5371
1794|5382
1808|5395
1793|5395
1808|5409
1811|5412
1807|5426
1808|5426
1806|5421
1841|5455
1860|5507
1861|5562
1840|5561
1839|5540
1831|5510
1836|5506
1829|5496
1818|5483
1816|5463
1817|5451
1846|5479
1835|5498
1827|5508
1815|5477
1816|5458
1832|5463
1831|5479
1830|5493
1831|5492
1829|5490
1828|5488
1829|5486
1831|5488
1830|5490
1838|5499
1852|5520
1853|5543
1851|5556
1865|5569
1866|5582
1889|5620
1890|5645
1888|5667
1887|5665
1879|5654
1859|5625
1860|5598
1863|5582
1867|5590
1868|5598
1860|5595
1872|5600
1873|5605
1881|5626
1895|5649
1893|5669
1892|5680
1899|5684
1901|5692
1907|5707
1916|5724
1906|5729
1916|5738
1917|5739
1928|5761
1933|5778
1921|5782
1924|5778
1925|5770
1935|5784
1952|5812
1953|5840
1959|5864
1960|5872
1958|5877
1962|5880
1988|5908
1995|5945
1985|5968
1988|5968
1986|5959
1989|5963
2003|5978
2004|5996
2009|6016
2011|6024
2020|6040
2021|6052
2040|6081
2039|6100
2024|6103
2029|6092
2030|6083
2037|6096
2038|6105
2037|6112
2040|6115
2038|6115
2042|6120
2045|6125
2046|6133
2051|6142
2046|6143
2045|6142
2034|6125
2033|6112
2011|6078
2015|6059
2025|6051
2011|6051
2012|6048
2011|6034
1993|6016
2007|6011
1999|5999
1975|5981
1970|5944
1985|5930
1990|5945
1989|5964
1986|5965
1989|5964
1991|5966
1995|5975
1978|5964
1976|5949
1956|5910
1958|5890
1945|5859
1930|5833
1933|5808
1931|5794
1926|5790
1937|5794
1936|5799
1935|5808
1942|5813
1936|5813
1934|5812
1918|5788
1919|5771
1923|5760
1929|5771
1935|5787
1952|5816
1961|5848
1959|5872
1960|5880
1947|5866
1948|5855
1949|5844
1946|5843
1944|5839
1961|5851
1929|5834
1932|5822
1944|5805
1933|5809
1928|5805
1920|5781
1889|5737
1894|5703
1886|5669
1906|5686
1900|5692
1895|5701
1890|5685
1901|5686
1904|5695
1903|5708
1898|5705
1921|5722
1922|5741
1931|5774
1933|5786
1939|5803
1940|5812
1939|5818
1927|5806
1920|5786
1934|5781
1947|5801
1946|5827
1956|5849
1955|5857
1949|5860
1951|5855
1953|5853
1951|5855
1949|5853
1952|5852
1942|5843
1945|5839
1933|5820
1934|5812
1917|5784
1927|5778
1934|5778
1913|5774
1914|5761
1911|5738
1912|5737
1920|5743
1919|5751
1915|5754
1917|5751
1943|5775
1951|5811
1952|5846
1945|5848
1950|5847
1929|5824
1926|5805
1933|5788
1935|5794
1949|5817
1947|5831
1966|5862
1967|5880
1945|5878
1972|5884
1985|5902
1962|5919
1964|5911
1956|5882
1942|5862
1943|5841
1937|5822
1936|5816
1933|5806
1941|5810
1949|5823
1965|5855
1968|5882
1969|5902
1970|5907
1957|5896
1956|5883
1957|5870
1962|5875
1939|5858
1942|5843
1957|5838
1956|5855
1961|5874
1960|5877
1959|5880
1956|5875
1957|5872
1983|5896
1981|5921
1979|5943
1976|5936
1969|5924
1974|5919
1952|5895
1938|5864
1952|5842
1955|5845
1952|5859
1958|5865
1952|5862
1964|5874
1965|5881
1956|5885
1959|5880
1960|5875
1962|5881
1961|5883
1960|5883
1967|5888
1968|5895
1979|5914
1989|5936
1990|5958
1993|5972
2004|5987
2003|6000
2012|6019
2006|6021
1994|6012
1998|5998
1988|5980
1991|5977
1987|5966
1986|5964
1987|5960
1985|5958
1982|5954
1985|5952
1988|5955
1990|5963
1984|5962
1978|5952
1967|5929
1978|5923
1990|5935
1984|5952
1985|5959
1984|5953
1985|5954
2009|5978
2007|6001
2000|6016
1992|5999
2012|6004
2011|6015
2020|6043
2021|6052
2022|6063
2017|6060
2000|6039
1975|5992
1989|5964
1988|5952
1975|5952
1954|5917
1955|5884
1947|5856
1954|5856
1971|5872
1970|5895
1973|5914
1981|5924
1982|5936
1984|5947
1996|5962
1992|5972
1994|5982
1996|5982
1997|5987
2001|5994
1998|5996
2000|5999
1998|5996
1997|5995
1999|5994
2007|6003
2001|6007
2007|6015
2005|6013
2003|6015
2001|6009
2003|6007
1999|6003
1997|5999
1980|5976
1981|5958
1999|5960
2005|5985
2011|6015
2016|6032
2017|6044
2026|6059
2027|6070
2020|6073
2021|6068
2023|6064
2024|6068
2025|6072
2024|6073
2025|6074
2029|6078
2033|6087
2035|6097
2039|6107
2051|6125
2052|6142
2054|6157
2065|6171
2082|6201
2084|6231
2101|6267
2097|6282
2096|6294
2097|6290
2092|6285
2104|6293
2105|6301
2101|6310
2092|6298
2094|6287
2100|6286
2101|6295
2095|6296
2096|6292
2093|6284
2118|6307
2116|6327
2152|6386
2161|6429
2162|6475
2163|6486
2165|6490
2174|6502
2163|6502
2183|6520
2187|6533
2155|6525
2156|6498
2158|6469
2162|6476
2155|6475
2148|6465
2147|6450
2149|6444
2148|6444
2142|6439
2144|6434
2140|6426
2129|6413
2132|6401
2133|6394
2137|6402
2143|6413
2140|6420
2150|6433
2135|6425
2134|6419
2133|6402
2136|6403
2145|6414
2136|6417
2137|6418
2140|6413
2141|6418
2118|6399
2125|6384
2106|6349
2104|6335
2089|6299
2088|6281
2076|6253
2063|6227
2060|6199
2054|6177
2047|6161
2046|6147
2047|6140
2050|6143
2051|6148
2046|6147
2051|6148
2061|6158
2060|6172
2066|6187
2068|6194
2072|6206
2073|6213
2083|6228
2098|6254
2101|6282
2096|6295
2098|6295
2099|6293
2103|6300
2093|6295
2092|6288
2111|6296
2129|6332
2152|6392
2159|6440
2155|6466
2163|6477
2155|6473
2158|6476
2163|6476
2166|6487
2170|6499
2161|6497
2155|6486
2159|6475
2147|6461
2146|6452
2154|6447
2165|6465
2172|6491
2163|6500
2179|6514
2182|6524
2180|6541
2168|6530
2172|6520
2179|6519
2181|6532
2183|6543
2176|6540
2147|6506
2170|6493
2172|6489
2173|6515
2153|6498
2158|6484
2140|6451
2135|6433
2136|6411
2134|6405
2130|6400
2134|6398
2156|6420
2161|6451
2162|6479
2163|6486
2149|6474
2150|6462
2159|6458
2160|6469
2161|6480
2178|6499
2185|6524
2183|6546
2158|6526
2173|6514
2168|6499
2170|6511
2165|6503
2181|6516
2173|6519
2175|6529
2178|6526
2183|6536
2185|6546
2184|6552
2189|6558
2202|6575
2203|6594
2191|6596
2176|6570
2177|6544
2163|6516
2150|6490
2159|6472
2158|6467
2153|6470
2139|6450
2136|6428
2135|6410
2143|6414
2155|6433
2166|6464
2171|6492
2183|6520
2190|6544
2180|6553
2183|6553
2165|6528
2166|6514
2167|6498
2168|6501
2160|6495
2161|6489
2174|6495
2175|6510
2172|6521
2176|6523
2198|6546
2205|6579
2210|6613
2211|6626
2223|6644
2249|6683
2254|6726
2267|6770
2260|6781
2263|6790
2256|6779
2258|6777
2265|6779
2278|6801
2279|6822
2278|6835
2271|6828
2273|6822
2278|6822
2279|6830
2272|6829
2274|6825
2286|6832
2273|6833
2279|6838
2278|6830
2264|6821
2263|6805
2264|6791
2274|6801
2287|6825
2308|6869
2309|6904
2310|6927
2305|6924
2304|6919
2303|6912
2305|6912
2317|6925
2316|6938
2318|6951
2319|6953
2320|6957
2322|6961
2326|6968
2335|6983
2359|7020
2351|7045
2353|7063
2354|7058
2356|7063
2341|7051
2338|7035
2333|7012
2334|7005
2333|7000
2344|7011
2334|7011
2344|7022
2323|7001
2341|7008
2325|6989
2317|6983
2327|6969
2323|6967
2321|6971
2312|6956
2297|6930
2302|6911
2304|6903
2315|6921
2308|6927
2317|6940
2330|6955
2350|6997
2360|7040
2341|7051
2342|7043
2341|7024
2342|7025
2357|7040
2363|7062
2353|7073
2355|7071
2352|7060
2354|7061
2360|7066
2361|7075
2348|7069
2354|7063
2355|7057
2345|7054
2346|7046
2347|7038
2360|7053
2358|7065
2360|7078
2361|7079
2364|7085
2365|7090
2354|7083
2361|7080
2362|7077
2373|7096
2375|7110
2373|7121
2365|7113
2346|7084
2362|7073
2359|7067
2357|7078
2373|7089
2397|7127
2398|7168
2394|7189
2396|7188
2401|7191
2421|7218
2414|7236
2420|7255
2406|7240
2407|7233
2403|7216
2402|7212
2401|7206
2397|7200
2396|7194
2420|7213
2444|7260
2446|7310
2428|7318
2427|7301
2428|7283
2431|7286
2429|7288
2433|7293
2463|7325
2487|7383
2495|7445
2524|7506
2535|7554
2542|7601
2552|7629
2575|7669
2573|7700
2574|7722
2568|7715
2576|7718
2583|7727
